document_id,entity_id,confidence_level
1524246,f9eec25663db4cd83183f5c805186f16,0.672865314504701
1524246,55ebcfbdaff1d6f60b3907151f38527a,0.399113728441297
1524246,839907a972930b17b125eb0247898412,0.392095749652966
1524246,04d8f9a1ad48f126d5806a9236872604,0.213996376305138
1617787,612a1d17685a498aff4f036c1ee02c16,0.386192829940441
1617787,fb8c6cb0879e0de876298177eb1d3fcc,0.364116465983032
1617787,793c6a6cf386edb820600d49df045475,0.349168245516694
1617787,b525b84d5ed52a34565b8fb870555abe,0.287004519610819
1617787,758cb9cb3014607cb4a691cbd485cc94,0.237956988738312
1617787,d523aaba6d3916f8b7039fcce0f29639,0.235798527030791
1617787,053e3ebba26a8d00e25cac594890887f,0.229952899376605
1617787,935b2d2f0f49a80c2f720bdd6a563594,0.227937577346054
1617787,3d0d43e01b616b4ff440019e8d295a2b,0.2257497289793
1617787,74b442766892bbf15890f5f2ccfa3edb,0.217893417080075
1615583,9a934d9b311bf64b8648056653a70e61,0.293982142815058
1615460,89109265cb36c5ca14a9e99c6c7d1918,0.373327953821834
1615354,06ad429501daad2261e3895a83bbc0d4,0.238217738322582
1615354,0e7946901ba0d126fa8f87edd9a68c92,0.234295306624182
1615354,4a0a431aa637909de6bf1933e0e8641d,0.232916770815801
1615354,b10ff56ecb5c347748052059dc0c8209,0.228253178743719
1615354,74b442766892bbf15890f5f2ccfa3edb,0.226144849071964
1614611,594d888ed5a8ffbeb72c687af089f8b6,0.36782280699134
1614611,9da9595caa381755c9353ae7179f2117,0.213486753386822
1614235,8e7e698acf0db6eb4daa8c2864e74968,0.22845070724934
1614225,670847189b721233d9e3765b862b8b5d,0.259860326648367
1614225,f7ebe65fd9b4034847ff8ec4dd9d62f3,0.222155624325175
1614225,9f12cea57fd2f5f8f5ae9c92147c2bdd,0.21812673828827
1614225,1b942c4385ff76e5a6ee71ca34ce0617,0.216554588668396
1614048,4b139faf63d61748a71e2fa606fae8d7,0.267310864906178
1543808,c931c43e98f4a5c2fc5d9e8567a3adc7,0.517024251591142
1543808,6699ac0098b40788d61ebc9e5d5a8e50,0.444699121259548
1543808,75ccf42480f14d5eb8165e779003124f,0.217192800482101
1543808,eab91c699efa8dd96f4f5577603abeb3,0.216293832820355
1543666,21afffcd05232403fbd3825788cd0cd2,0.558136388647753
1543666,e41ff8cf9d7983d4f11b82cd95ed6e67,0.501496038782561
1543666,db2163552b2ee0e8d404eec05a26f0c0,0.36895251862941
1543666,55ebcfbdaff1d6f60b3907151f38527a,0.309164730087738
1543666,1e9ed4c08a9a95ea8a995211e6751d8d,0.227006081179613
1541439,34148478f341f366f23f4a0531d5b037,0.693886478201527
1541439,ad18a053c4cdc3d71c5a122880d4ec13,0.340048024732346
1541439,e156cbb0589fadc613767cb52fcaef8e,0.274393094256042
1541439,34f80ecbb3749bd8b364ccf6466f31e1,0.270642498297395
1613295,be722736981b471dffc2f33b5a35eda4,0.252301088735819
1613215,4c4dafd2678afb14f905c023cb845408,0.372588695222145
1613215,6f00b40659842f59e9b347b3f9b24372,0.29150005187503
1613215,fc86ee36c66c1ab1082feb2a6c6efb98,0.26359331295763
1613215,cf4e220b0e5215995fd35b325985664d,0.260663039668075
1613215,9a83fde4327089467807096d232c676c,0.251914307577172
1524704,06ad429501daad2261e3895a83bbc0d4,0.217364281657618
1524704,8e7e698acf0db6eb4daa8c2864e74968,0.214073311230814
1524704,59c5fce9b1880c34d6df1206b4d6b695,0.213934386845941
1610319,db7385711b9dca715855fc497fd1c143,0.836573144976543
1542552,7e3c16623c0585126d9537eb498aff49,0.35362356791176
1542552,47add8c115ccf2152ed152ffb3bdf526,0.223509352258152
1542552,d5031829da3102923075cd5b993a0f51,0.221923305839964
1542552,73513959fee527f14d1ad22c7c59d2c4,0.215567369635756
1524546,71dbfd10c7d93a418c1d22fd3c41cfbe,0.93368436717414
1524546,e14c1a8301c6bba6ebb821c858d2405c,0.652310798431787
1524546,94942e209fcae6b3816045d217be00f9,0.346161690249634
1524546,1c7fb7f83d26caaa97566fd894331d47,0.282644363470427
1524546,c02fc0a2c24d45de88d8aeb8daa61d2a,0.276844872033156
1524546,be722736981b471dffc2f33b5a35eda4,0.276020220821769
1524546,26cbb83f4e2464439c02105cbcc19422,0.214847308081289
1609802,b525b84d5ed52a34565b8fb870555abe,0.343451336705694
1609802,6dcbb03cff7e12440e9c650d33961c6b,0.319726355304258
1609802,f82a21a2edafd33cd90f66e416d70867,0.218915574085435
1647498,00702a910f46fa59fbcb34a352e072a1,0.818623684864671
1647498,f7c7db81e16e4b0a15dfa0d0522725bc,0.703082733132728
1647498,82f41f15c47c7c109ae454629f14b769,0.477353073714508
1647498,cf466fba71c45fffb360f9654866b8e2,0.297556733553912
1609256,917b6f76deab433def9a9fcc6d4dfbd8,0.554238016149986
1609256,2b632ac4a7c3e8ec178f953696f1392d,0.267741553991009
1608075,d79b6e4babb4ce85b6f50563c83cef94,0.338089253934698
1649561,94ab28dcb0d505471d88337dccdf829d,0.776926794658945
1600843,67c2323f4dd37467a2684b16f8384cb1,0.83454716915223
1600843,c9cfef932c7e3c66990f930966c6a889,0.48502778072819
1595678,a2563e5ab805a2f7cc0b82466707101d,0.382452617875224
